LocalDateTime (MST),Air Temperature (°C ),Relative Humidity (%),Shortwave Solar Radiation (W/m2),Wind Speed (m/s)
10/31/19 3:30,-11.28,86.6,0.011,0.041
10/31/19 3:45,-11.36,82.1,0.017,0.596
10/31/19 4:00,-11.51,81.6,0.018,0.008
10/31/19 4:15,-11.5,83.7,0.019,0.018
10/31/19 4:30,-11.48,84.6,0.014,0
10/31/19 4:45,-11.32,82.5,0.02,0.28
10/31/19 5:00,-11.3,80.1,0.017,0.177
10/31/19 5:15,-11.38,79.86,0.02,0.011
10/31/19 5:30,-11.55,84,0.02,0.192
10/31/19 5:45,-11.59,84.7,0.019,0.131
10/31/19 6:00,-11.58,84.7,0.018,0.002
10/31/19 6:15,-11.6,85.9,0.022,0
10/31/19 6:30,-11.59,87.3,0.034,0.102
10/31/19 6:45,-11.33,86.6,0.428,0.231
10/31/19 7:00,-11.5,87.7,3.216,0.018
10/31/19 7:15,-11.63,88.7,8.63,0.024
10/31/19 7:30,-11.67,87.4,14.38,0.071
10/31/19 7:45,-11.23,81.9,22.27,0.075
10/31/19 8:00,-10.67,79.67,125,0.586
10/31/19 8:15,-10.12,77.01,171.9,0.681
10/31/19 8:30,-9.42,74.22,223.1,0.107
10/31/19 8:45,-8.68,71.92,255.7,0.507
10/31/19 9:00,-8.12,74.81,291.3,0.743
10/31/19 9:15,-7.304,71.63,331.3,0.413
10/31/19 9:30,-6.528,71.44,365.8,1.095
10/31/19 9:45,-5.625,65.66,399.4,1.405
10/31/19 10:00,-5.176,65.46,428.8,1.417
10/31/19 10:15,-4.952,63.75,457.6,1.339
10/31/19 10:30,-4.416,62.1,485.9,1.337
10/31/19 10:45,-3.778,58.48,511.3,1.159
10/31/19 11:00,-3.238,56.18,531.2,1.13
10/31/19 11:15,-2.931,52.38,547.5,1.014
10/31/19 11:30,-2.462,52.69,561.7,0.758
10/31/19 11:45,-2.113,53.86,574,1.429
10/31/19 12:00,-1.532,50.63,580.7,1.275
10/31/19 12:15,-1.124,48.49,587,1.239
10/31/19 12:30,-0.767,47.19,593.6,1.338
10/31/19 12:45,-0.44,42.02,574.7,1.29
10/31/19 13:00,-0.226,43.17,566.4,1.334
10/31/19 13:15,0.284,40.77,563.8,1.064
10/31/19 13:30,0.205,39.97,396.1,1.238
10/31/19 13:45,0.486,38.02,411.8,1.177
10/31/19 14:00,0.928,35.3,445.9,0.917
10/31/19 14:15,1.326,34,479,1.148
10/31/19 14:30,1.658,33.17,451.6,0.846
10/31/19 14:45,2.099,32.44,452.8,1.097
10/31/19 15:00,2.278,35.28,311,0.521
10/31/19 15:15,2.311,34.03,289.4,0.753
10/31/19 15:30,2.303,32.98,232.2,0.736
10/31/19 15:45,2.14,36.29,210.8,1.068
10/31/19 16:00,1.979,35.46,147.7,0.791
10/31/19 16:15,1.858,35.62,143.1,1.018
10/31/19 16:30,1.888,35.36,138.4,1.013
10/31/19 16:45,1.737,36.71,95.1,0.958
10/31/19 17:00,1.411,38.07,39.25,0.709
10/31/19 17:15,1.137,39.99,15.1,1.228
10/31/19 17:30,0.682,43.77,4.178,1.57
10/31/19 17:45,0.326,46.67,1.238,0.762
10/31/19 18:00,0.078,50.26,0.031,0.563
10/31/19 18:15,-0.48,48.52,0,0.474
10/31/19 18:30,-0.452,54.07,0.001,0.013
10/31/19 18:45,-0.782,52.04,0,0.207
10/31/19 19:00,-0.953,53.68,0.001,0.232
10/31/19 19:15,-0.856,55.35,0,0.349
10/31/19 19:30,-0.92,57.57,0,0.143
10/31/19 19:45,-0.829,55.79,0,0.329
10/31/19 20:00,-0.595,53.6,0,0.712
10/31/19 20:15,-0.54,57.85,0,1.272
10/31/19 20:30,-0.977,61.66,0.001,0.572
10/31/19 20:45,-1.296,64.18,0,0.113
10/31/19 21:00,-1.699,67.01,0,0.19
10/31/19 21:15,-1.872,65.5,0.001,0
10/31/19 21:30,-1.654,64.69,0,0.131
10/31/19 21:45,-1.446,63.2,0.006,0.319
10/31/19 22:00,-1.489,65.36,0.001,0.173
10/31/19 22:15,-1.82,66.25,0,0
10/31/19 22:30,-2.343,68.35,0.002,0.038
10/31/19 22:45,-2.422,71.41,0,0.106
10/31/19 23:00,-2.875,73.39,0.001,0.085
10/31/19 23:15,-3.177,74.8,0.002,0.214
10/31/19 23:30,-3.684,78.87,0.001,0.071
10/31/19 23:45,-4.054,79.39,0.006,0.007
11/1/19 0:00,-4.314,81.7,0.002,0.07
11/1/19 0:15,-4.598,83.2,0.005,0.088
11/1/19 0:30,-4.801,83,0.003,0.089
11/1/19 0:45,-5.205,83.4,0.006,0.112
11/1/19 1:00,-5.496,83.4,0.004,0.006
11/1/19 1:15,-5.68,81.8,0.004,0.118
11/1/19 1:30,-5.869,80.7,0.004,0.089
11/1/19 1:45,-5.327,73.2,0,0.557
11/1/19 2:00,-5.121,71.51,0.004,0.501
11/1/19 2:15,-5.588,76.03,0.002,0.387
11/1/19 2:30,-6.277,79.75,0.003,0.111
11/1/19 2:45,-6.431,79.2,0.001,0.032
11/1/19 3:00,-6.615,82.3,0.003,0.024
11/1/19 3:15,-6.827,82.9,0.004,0.133
11/1/19 3:30,-6.951,83.9,0.006,0.182
11/1/19 3:45,-7.253,85,0.006,0.087
11/1/19 4:00,-7.67,85.9,0.006,0.097
11/1/19 4:15,-7.507,84.9,0.009,0.186
11/1/19 4:30,-7.301,84.2,0.007,0.366
11/1/19 4:45,-6.59,78.48,0.008,0.897
11/1/19 5:00,-6.543,77.97,0.008,0.362
11/1/19 5:15,-7.068,79.44,0.01,0.266
11/1/19 5:30,-7.722,80.2,0.01,0.312
11/1/19 5:45,-8,78.92,0.007,0.508
11/1/19 6:00,-8.37,78.56,0.007,0.429
11/1/19 6:15,-8.59,82.2,0.012,0.272
11/1/19 6:30,-8.92,84.4,0.02,0.018
11/1/19 6:45,-8.83,85.1,0.261,0.034
11/1/19 7:00,-8.63,85.4,2.767,0.095
11/1/19 7:15,-8.85,85.7,8.56,0.059
11/1/19 7:30,-8.68,88.2,14.79,0
11/1/19 7:45,-8.44,87.9,20.42,0.092
11/1/19 8:00,-8.08,86.4,115.3,0.275
11/1/19 8:15,-6.889,79.66,175.5,0.417
11/1/19 8:30,-5.689,75.7,208,0.299
11/1/19 8:45,-4.872,71.92,246.9,0.368
11/1/19 9:00,-4.234,71.11,286,0.43
11/1/19 9:15,-3.645,66.83,325,0.323
11/1/19 9:30,-3.345,64.25,361.8,0.584
11/1/19 9:45,-2.876,59.45,396.8,0.444
11/1/19 10:00,-2.538,56.65,428.1,0.583
11/1/19 10:15,-1.941,54.6,457.7,0.747
11/1/19 10:30,-1.503,51.86,486,0.792
11/1/19 10:45,-0.839,48.91,508.8,0.494
11/1/19 11:00,-0.294,46.12,529.8,0.605
11/1/19 11:15,0.084,43.39,544.6,0.49
11/1/19 11:30,0.876,42.71,559.2,0.6
11/1/19 11:45,1.281,42.34,570.1,0.859
11/1/19 12:00,1.863,39.99,576.7,0.757
11/1/19 12:15,2.04,38.72,577.7,0.482
11/1/19 12:30,2.65,38.02,577,1.107
11/1/19 12:45,3.037,35.59,573.2,0.802
11/1/19 13:00,3.584,33.84,565,1.021
11/1/19 13:15,4.157,29.99,552,0.953
11/1/19 13:30,4.274,27.46,536.1,1.002
11/1/19 13:45,4.52,25.34,517.3,0.885
11/1/19 14:00,5.069,23.75,497.4,1.128
11/1/19 14:15,5.315,25.21,472.7,0.832
11/1/19 14:30,5.511,22.14,444,1.043
11/1/19 14:45,5.821,22.29,411.3,0.934
11/1/19 15:00,5.693,21.9,380.1,0.958
11/1/19 15:15,6.2,21.95,343.1,0.402
11/1/19 15:30,6.163,24.43,304.6,0.598
11/1/19 15:45,6.092,28.76,267.2,1.33
11/1/19 16:00,5.978,32.04,227.5,1.475
11/1/19 16:15,5.773,31.65,187.6,1.706
11/1/19 16:30,5.587,32.44,147.5,1.628
11/1/19 16:45,5.297,31,107.9,1.146
11/1/19 17:00,4.87,34.36,33.35,1.108
11/1/19 17:15,3.432,42.94,12.51,0.23
11/1/19 17:30,2.09,44.34,5.886,0.061
11/1/19 17:45,1.255,49.58,1.319,0.063
11/1/19 18:00,0.62,50.34,0.043,0.052
11/1/19 18:15,0.042,50.14,0,0.008
11/1/19 18:30,-0.457,58,0.001,0
11/1/19 18:45,-0.981,55.95,0.001,0.051
11/1/19 19:00,-1.414,62.36,0,0.075
11/1/19 19:15,-1.847,63.66,0,0.01
11/1/19 19:30,-2.044,68.1,0,0
11/1/19 19:45,-2.234,64.29,0.002,0.078
11/1/19 20:00,-2.351,64.76,0.001,0
11/1/19 20:15,-2.4,63.1,0.001,0.012
11/1/19 20:30,-2.347,60.2,0.002,0.161
11/1/19 20:45,-2.376,61.84,0,0
11/1/19 21:00,-2.873,70.03,0.002,0.244
11/1/19 21:15,-3.379,74.41,0.001,0.026
11/1/19 21:30,-3.629,76.11,0.015,0.092
11/1/19 21:45,-3.929,74.88,0.001,0.006
11/1/19 22:00,-4.045,75.11,0.003,0.015
11/1/19 22:15,-4.114,77.43,0.004,0.001
11/1/19 22:30,-4.672,80.2,0.004,0.107
11/1/19 22:45,-4.894,80.6,0.003,0.007
11/1/19 23:00,-5.113,81.1,0.003,0
11/1/19 23:15,-5.084,83,0.002,0.177
11/1/19 23:30,-5.459,84.2,0.002,0.041
